bigram,n,total_sentiment
odd appeal,1,positive
odd attractive,1,positive
odd beauty,1,positive
odd boost,1,positive
odd captivating,1,positive
odd cheaper,1,positive
odd classic,1,positive
odd distinction,1,positive
odd dynamic,1,positive
odd fortunately,1,positive
odd hero,1,positive
odd joy,1,positive
odd modern,1,positive
odd nice,1,positive
odd novelty,1,positive
odd obsession,1,positive
odd peace,1,positive
odd praise,1,positive
odd pride,1,positive
odd sensitive,1,positive
odd strong,1,positive
odd superb,1,positive
odd survival,1,positive
odd thrill,1,positive
odd tranquility,1,positive
oddity love,1,positive
oddity nice,1,positive
oddly amusing,1,positive
oddly awesome,1,positive
oddly believable,1,positive
oddly captivating,1,positive
oddly clean,1,positive
oddly colorful,1,positive
oddly cozy,1,positive
oddly cute,1,positive
oddly dexterous,1,positive
oddly enjoying,1,positive
oddly entrancing,1,positive
oddly expansive,1,positive
oddly fantastic,1,positive
oddly gorgeous,1,positive
oddly gratifying,1,positive
oddly hilarious,1,positive
oddly inspiring,1,positive
oddly patriotic,1,positive
oddly pleasing,1,positive
oddly positive,1,positive
oddly profound,1,positive
oddly realistic,1,positive
oddly refreshing,1,positive
oddly satisfied,1,positive
oddly stable,1,positive
oddly titillating,1,positive
odor free,1,positive
offence support,1,positive
offender achievement,1,positive
offensive achievement,1,positive
offensive dynamic,1,positive
offensive hero,1,positive
offensive hilarious,1,positive
offensive holy,1,positive
offensive nice,1,positive
offensive terrific,1,positive
offensive trust,1,positive
offensively capable,1,positive
offensively easy,1,positive
offensively fair,1,positive
ominous fun,1,positive
ominous happy,1,positive
ominous refund,1,positive
ominous sensation,1,positive
ominous worth,1,positive
ominously charming,1,positive
onslaught achievements,1,positive
onslaught survival,1,positive
openly favorite,1,positive
openly helping,1,positive
openness meaningful,1,positive
opponent consistently,1,positive
opponent conveniently,1,positive
opponent faster,1,positive
opponent gain,1,positive
opponent gaining,1,positive
opponent gracefully,1,positive
opponent improving,1,positive
opponent incredibly,1,positive
opponent instantly,1,positive
opponent love,1,positive
opponent nice,1,positive
opponent strong,1,positive
opponent winning,1,positive
opposition gains,1,positive
oppression nicely,1,positive
oppression pros,1,positive
oppressive engrossing,1,positive
oppressive stunning,1,positive
oppressively consistent,1,positive
oppressors pros,1,positive
optimal awesomeness,1,positive
optimal comfort,1,positive
optimal master,1,positive
optimal progress,1,positive
optimal smooth,1,positive
optimal support,1,positive
optimistic recommended,1,positive
originality abound,1,positive
originality beauty,1,positive
originality charm,1,positive
originality charming,1,positive
originality fine,1,positive
originality freedom,1,positive
originality humour,1,positive
originality ingenuity,1,positive
originality innovation,1,positive
originality loving,1,positive
originality pros,1,positive
outbreak survival,1,positive
outcast hero,1,positive
outrageous bonuses,1,positive
outrageous fortune,1,positive
outrageous humor,1,positive
outrageous wow,1,positive
outrageously beautiful,1,positive
outrageously creative,1,positive
outrageously easy,1,positive
outrageously glorious,1,positive
outrageously happy,1,positive
outrageously popular,1,positive
outrageously pretty,1,positive
outrageously prolific,1,positive
outrageously recommend,1,positive
outrages gems,1,positive
outstanding astonishment,1,positive
outstanding awesomeness,1,positive
outstanding bright,1,positive
outstanding catchy,1,positive
outstanding creative,1,positive
outstanding eagerly,1,positive
outstanding excellent,1,positive
outstanding flexibility,1,positive
outstanding gorgeous,1,positive
outstanding grand,1,positive
outstanding humour,1,positive
outstanding improvement,1,positive
outstanding incredibly,1,positive
outstanding leading,1,positive
outstanding marvelous,1,positive
outstanding memorable,1,positive
outstanding phenomenal,1,positive
outstanding positives,1,positive
outstanding praise,1,positive
outstanding pretty,1,positive
outstanding pros,1,positive
outstanding proving,1,positive
outstanding stability,1,positive
outstanding superb,1,positive
outstanding support,1,positive
outstanding survival,1,positive
outstanding top,1,positive
outstanding wonderful,1,positive
outstandingly awesome,1,positive
outstandingly awesomeness,1,positive
outstandingly brilliant,1,positive
outstandingly creative,1,positive
outstandingly enjoyable,1,positive
outstandingly exciting,1,positive
outstandingly gorgeous,1,positive
outstandingly memorable,1,positive
outstandingly mesmerizing,1,positive
outstandingly perfectly,1,positive
outstandingly polite,1,positive
outstandingly positive,1,positive
outstandingly powerful,1,positive
outstandingly pretty,1,positive
outstandingly satisfying,1,positive
outstandingly strong,1,positive
outstandingly versatile,1,positive
overbearing glory,1,positive
overbearing praise,1,positive
overbearing super,1,positive
overblown bloom,1,positive
overdone bloom,1,positive
overdone humour,1,positive
overdue classic,1,positive
overdue innovation,1,positive
overheat nice,1,positive
overheat pretty,1,positive
overheat solid,1,positive
overkill amazed,1,positive
overkill awesome,1,positive
overkill enjoying,1,positive
overkill holy,1,positive
overkill improve,1,positive
overkill integrated,1,positive
overkill love,1,positive
overkill loved,1,positive
overkill proves,1,positive
overkill redeem,1,positive
overkill safe,1,positive
overkill supported,1,positive
overkill win,1,positive
overlook free,1,positive
overlook gems,1,positive
overlook proper,1,positive
overpriced awesome,1,positive
overpriced encouraging,1,positive
overpriced fine,1,positive
overpriced fun,1,positive
overpriced gold,1,positive
overpriced hot,1,positive
overpriced worth,1,positive
overrated classic,1,positive
overrated cool,1,positive
overrated fantastic,1,positive
overrated nice,1,positive
overrated pros,1,positive
oversimplified modern,1,positive
overtaken divine,1,positive
overtaking pretty,1,positive
overtaking wow,1,positive
overwhelm pros,1,positive
overwhelmed likes,1,positive
overwhelmed pretty,1,positive
overwhelming brilliance,1,positive
overwhelming calm,1,positive
overwhelming cuteness,1,positive
overwhelming exciting,1,positive
overwhelming fun,1,positive
overwhelming glory,1,positive
overwhelming happiness,1,positive
overwhelming joy,1,positive
overwhelming master,1,positive
overwhelming nice,1,positive
overwhelming passion,1,positive
overwhelming positives,1,positive
overwhelming powerful,1,positive
overwhelming recommendation,1,positive
overwhelming streamlined,1,positive
overwhelming success,1,positive
overwhelming superior,1,positive
overwhelming superiority,1,positive
overwhelming support,1,positive
overwhelmingly applaud,1,positive
overwhelmingly astounding,1,positive
overwhelmingly bright,1,positive
overwhelmingly charming,1,positive
overwhelmingly easy,1,positive
overwhelmingly enjoying,1,positive
overwhelmingly entertaining,1,positive
overwhelmingly exciting,1,positive
overwhelmingly glad,1,positive
overwhelmingly happy,1,positive
overwhelmingly phenomenal,1,positive
overwhelmingly prolific,1,positive
overwhelmingly realistic,1,positive
overwhelmingly recomend,1,positive
overwhelmingly recommended,1,positive
overwhelmingly satisfying,1,positive
overwhelmingly shiny,1,positive
overwhelmingly smooth,1,positive
overwhelmingly sophisticated,1,positive
overwhelmingly spectacular,1,positive
overwhelmingly stronger,1,positive
overwhelmingly tempting,1,positive
overwhelms pretty,1,positive
overzealous liberty,1,positive
pain congratulations,1,positive
pain easiest,1,positive
pain empathy,1,positive
pain happy,1,positive
pain heroine,1,positive
pain love,1,positive
pain loving,1,positive
pain magic,1,positive
pain promised,1,positive
pain relief,1,positive
pain smooth,1,positive
pain strong,1,positive
pain unreal,1,positive
pain variety,1,positive
pain wonderfully,1,positive
painful achievements,1,positive
painful deserving,1,positive
painful hilarious,1,positive
painful honest,1,positive
painful meaningful,1,positive
painful outstanding,1,positive
painful pleasure,1,positive
painful pros,1,positive
painful wonderful,1,positive
painfull recommend,1,positive
painfully accurate,1,positive
painfully catchy,1,positive
painfully clever,1,positive
painfully earnest,1,positive
painfully endearing,1,positive
painfully fair,1,positive
painfully fun,1,positive
painfully meaningful,1,positive
painfully precise,1,positive
painfully progress,1,positive
painfully solid,1,positive
painfully straightforward,1,positive
painfully tough,1,positive
painfully transparent,1,positive
painless feat,1,positive
painless wonderful,1,positive
painlessly easy,1,positive
pale perfection,1,positive
paltry awards,1,positive
paltry excitement,1,positive
paltry variety,1,positive
pan cool,1,positive
pan humor,1,positive
pan recommend,1,positive
pan sweet,1,positive
pandering easier,1,positive
panic skill,1,positive
panic thrilling,1,positive
panic win,1,positive
panicked euphoria,1,positive
panicking quicker,1,positive
paradise bonus,1,positive
paradise fun,1,positive
paradise hot,1,positive
paradise impressive,1,positive
paradoxical gem,1,positive
paradoxically love,1,positive
paranoia free,1,positive
paranoia rewarding,1,positive
paranoid brilliant,1,positive
paranoid happy,1,positive
paranoid sweet,1,positive
parasite skill,1,positive
parody fun,1,positive
parody homage,1,positive
parody humor,1,positive
parody humour,1,positive
parody modern,1,positive
parody praise,1,positive
parody rich,1,positive
parody super,1,positive
passion amazing,1,positive
passion dedicated,1,positive
passion excellent,1,positive
passion lovely,1,positive
passion talent,1,positive
passionate advocates,1,positive
passionate dedicated,1,positive
passionate honest,1,positive
passionate lover,1,positive
passionate skilled,1,positive
passionate support,1,positive
passionate talented,1,positive
passionately encourage,1,positive
passionately faithful,1,positive
passionately love,1,positive
passionately loyal,1,positive
passive angel,1,positive
passive boost,1,positive
passive gems,1,positive
passive heroine,1,positive
passive improvements,1,positive
passive magic,1,positive
pathetic boost,1,positive
pathetic effectively,1,positive
pathetic remedy,1,positive
pathetic rockstar,1,positive
pathetic soft,1,positive
pathetic stable,1,positive
pathetically balanced,1,positive
patience amazing,1,positive
patience easy,1,positive
patience enjoy,1,positive
patience enjoyable,1,positive
patience enthusiasm,1,positive
patience expansive,1,positive
patience fast,1,positive
patience faster,1,positive
patience foresight,1,positive
patience fortitude,1,positive
patience gold,1,positive
patience happy,1,positive
patience humility,1,positive
patience humor,1,positive
patience incredibly,1,positive
patience love,1,positive
patience neat,1,positive
patience nice,1,positive
patience overture,1,positive
patience passion,1,positive
patience properly,1,positive
patience refunded,1,positive
patience rewarding,1,positive
patience success,1,positive
patience tenacity,1,positive
patience wonderful,1,positive
patience worth,1,positive
patient boost,1,positive
patient calm,1,positive
patient calming,1,positive
patient carefree,1,positive
patient creative,1,positive
patient enjoy,1,positive
patient friendly,1,positive
patient fun,1,positive
patient helpful,1,positive
patient master,1,positive
patient mature,1,positive
patient realistic,1,positive
patient saint,1,positive
patient trust,1,positive
patient woo,1,positive
peace achievement,1,positive
peace enjoyed,1,positive
peace favorite,1,positive
peace freedom,1,positive
peace inspiring,1,positive
peace peace,1,positive
peace prize,1,positive
peace solid,1,positive
peace sweet,1,positive
peaceful amazing,1,positive
peaceful balanced,1,positive
peaceful beautiful,1,positive
peaceful bliss,1,positive
peaceful enchanting,1,positive
peaceful friendly,1,positive
peaceful graceful,1,positive
peaceful neat,1,positive
peaceful quiet,1,positive
peaceful reasonable,1,positive
peaceful savior,1,positive
peaceful serenity,1,positive
peaceful survival,1,positive
peaceful tranquility,1,positive
peaceful victory,1,positive
peaceful win,1,positive
peaceful wonderous,1,positive
peculiar charm,1,positive
peculiar playful,1,positive
pedantic holy,1,positive
penalty achievements,1,positive
penalty cool,1,positive
penalty effectively,1,positive
penalty fast,1,positive
penalty properly,1,positive
peppy humorous,1,positive
peps love,1,positive
perfect advantage,1,positive
perfect bargain,1,positive
perfect bliss,1,positive
perfect bonus,1,positive
perfect brilliantly,1,positive
perfect clears,1,positive
perfect comfortable,1,positive
perfect comprehensive,1,positive
perfect congratulations,1,positive
perfect creative,1,positive
perfect cure,1,positive
perfect delicious,1,positive
perfect engaging,1,positive
perfect enjoy,1,positive
perfect enjoyable,1,positive
perfect fancy,1,positive
perfect faster,1,positive
perfect fidelity,1,positive
perfect fortunately,1,positive
perfect friendly,1,positive
perfect gold,1,positive
perfect hilarious,1,positive
perfect honesty,1,positive
perfect immaculate,1,positive
perfect improved,1,positive
perfect intriguing,1,positive
perfect logical,1,positive
perfect mesmerizing,1,positive
perfect neat,1,positive
perfect outstanding,1,positive
perfect perfection,1,positive
perfect poise,1,positive
perfect praise,1,positive
perfect promising,1,positive
perfect proves,1,positive
perfect recommendation,1,positive
perfect remedy,1,positive
perfect reward,1,positive
perfect sharp,1,positive
perfect sincere,1,positive
perfect smoothly,1,positive
perfect stable,1,positive
perfect steady,1,positive
perfect strong,1,positive
perfect support,1,positive
perfect sustainable,1,positive
perfect top,1,positive
perfect tough,1,positive
perfect tranquility,1,positive
perfect unity,1,positive
perfect variety,1,positive
perfect wonderful,1,positive
perfect wow,1,positive
perfect yay,1,positive
perfection amazing,1,positive
perfection astonishing,1,positive
perfection beautiful,1,positive
perfection brilliant,1,positive
perfection fast,1,positive
perfection humour,1,positive
perfection improved,1,positive
perfection loved,1,positive
perfection nice,1,positive
perfection super,1,positive
perfection worth,1,positive
perfectly accomplished,1,positive
perfectly achievable,1,positive
perfectly adaptable,1,positive
perfectly amazingly,1,positive
perfectly amiable,1,positive
perfectly astounding,1,positive
perfectly believable,1,positive
perfectly brilliant,1,positive
perfectly comforting,1,positive
perfectly compliment,1,positive
perfectly complimentary,1,positive
perfectly correctly,1,positive
perfectly delightful,1,positive
perfectly effective,1,positive
perfectly efficient,1,positive
perfectly efficiently,1,positive
perfectly engrossing,1,positive
perfectly faithful,1,positive
perfectly feasible,1,positive
perfectly glory,1,positive
perfectly harmless,1,positive
perfectly harmonize,1,positive
perfectly harmony,1,positive
perfectly helped,1,positive
perfectly helping,1,positive
perfectly ideal,1,positive
perfectly immaculate,1,positive
perfectly improves,1,positive
perfectly incredibly,1,positive
perfectly lovely,1,positive
perfectly manageable,1,positive
perfectly nice,1,positive
perfectly novelty,1,positive
perfectly pleasant,1,positive
perfectly pleased,1,positive
perfectly poised,1,positive
perfectly positives,1,positive
perfectly qualified,1,positive
perfectly respectful,1,positive
perfectly sane,1,positive
perfectly silent,1,positive
perfectly sincere,1,positive
perfectly steady,1,positive
perfectly streamlined,1,positive
perfectly striking,1,positive
perfectly stunning,1,positive
perfectly stylized,1,positive
perfectly successful,1,positive
perfectly supporting,1,positive
perfectly supports,1,positive
perfectly sweet,1,positive
perfectly thrilling,1,positive
perfectly tidy,1,positive
perfectly useable,1,positive
perfectly wonderful,1,positive
perfectly worthwhile,1,positive
perfectly yay,1,positive
peril pros,1,positive
peril redemption,1,positive
perish fast,1,positive
perseverance delicious,1,positive
perseverance love,1,positive
perverse enjoyment,1,positive
perverse humor,1,positive
perverse love,1,positive
perverse miracle,1,positive
perverse pleasure,1,positive
perversely enjoyable,1,positive
pervert achievement,1,positive
pervert humour,1,positive
petty achievement,1,positive
petty cool,1,positive
petty fun,1,positive
petty love,1,positive
petty protection,1,positive
petty rich,1,positive
petty victory,1,positive
phenomenal achievement,1,positive
phenomenal amazing,1,positive
phenomenal beautiful,1,positive
phenomenal brilliant,1,positive
phenomenal easy,1,positive
phenomenal excellently,1,positive
phenomenal free,1,positive
phenomenal fun,1,positive
phenomenal humor,1,positive
phenomenal loved,1,positive
phenomenal luck,1,positive
phenomenal masterpiece,1,positive
phenomenal perfect,1,positive
phenomenal perfectly,1,positive
phenomenal pure,1,positive
phenomenal skill,1,positive
phenomenal smooth,1,positive
phenomenal superb,1,positive
phenomenal talent,1,positive
phenomenal top,1,positive
phenomenal triumph,1,positive
phenomenally enjoyable,1,positive
phenomenally flexible,1,positive
phenomenally gorgeous,1,positive
phenomenally rich,1,positive
phenomenally smooth,1,positive
phenomenally supports,1,positive
phobia cool,1,positive
phobia treasure,1,positive
picky gold,1,positive
picky pros,1,positive
picturesque worth,1,positive
piety gained,1,positive
piety prestige,1,positive
pig pros,1,positive
pigs achievement,1,positive
pigs boom,1,positive
pigs satisfied,1,positive
pinch hero,1,positive
pinnacle achievement,1,positive
pitiful envious,1,positive
pitiful gains,1,positive
pitiful pretty,1,positive
pity happiness,1,positive
pity loved,1,positive
pity nice,1,positive
pity win,1,positive
plague achievement,1,positive
plague bliss,1,positive
plague cure,1,positive
plague fun,1,positive
plague love,1,positive
plague mature,1,positive
plague modern,1,positive
plague patient,1,positive
playful adventurous,1,positive
playful homage,1,positive
playful ingenuity,1,positive
playfully beautiful,1,positive
pleasant balanced,1,positive
pleasant bonus,1,positive
pleasant calming,1,positive
pleasant catchy,1,positive
pleasant cohesive,1,positive
pleasant consistent,1,positive
pleasant easy,1,positive
pleasant free,1,positive
pleasant friendly,1,positive
pleasant gem,1,positive
pleasant gems,1,positive
pleasant humour,1,positive
pleasant humourous,1,positive
pleasant improvement,1,positive
pleasant magical,1,positive
pleasant peaceful,1,positive
pleasant pleasing,1,positive
pleasant polished,1,positive
pleasant revelation,1,positive
pleasant sensations,1,positive
pleasant straightforward,1,positive
pleasant warm,1,positive
pleasantly achievements,1,positive
pleasantly compact,1,positive
pleasantly dynamic,1,positive
pleasantly enticing,1,positive
pleasantly fresh,1,positive
pleasantly intuitive,1,positive
pleasantly polished,1,positive
pleasantly proven,1,positive
pleasantly stable,1,positive
pleasantly surreal,1,positive
pleasantly tolerable,1,positive
pleasantly tough,1,positive
pleased fair,1,positive
pleasing accomplishments,1,positive
pleasing amazing,1,positive
pleasing beautiful,1,positive
pleasing bright,1,positive
pleasing enjoyable,1,positive
pleasing excellently,1,positive
pleasing heartwarming,1,positive
pleasing reward,1,positive
pleasing rewarding,1,positive
pleasing satisfying,1,positive
pleasing variety,1,positive
pleasing vibrant,1,positive
pleasing worth,1,positive
pleasingly fair,1,positive
pleasingly free,1,positive
pleasingly logical,1,positive
pleasingly simplified,1,positive
pleasure excellent,1,positive
pleasure love,1,positive
pleasure sleek,1,positive
pleasure smooth,1,positive
pleasure super,1,positive
pleasure worth,1,positive
plentiful faster,1,positive
plentiful freedom,1,positive
plentiful fun,1,positive
plentiful gold,1,positive
plentiful pretty,1,positive
plentiful rich,1,positive
plentiful skill,1,positive
plentiful survival,1,positive
plentiful treasure,1,positive
plot adorable,1,positive
plot advocates,1,positive
plot attractive,1,positive
plot balanced,1,positive
plot beautifully,1,positive
plot believable,1,positive
plot breakthrough,1,positive
plot breathtaking,1,positive
plot brilliant,1,positive
plot catchy,1,positive
plot complemented,1,positive
plot consistent,1,positive
plot convenient,1,positive
plot creative,1,positive
plot crisp,1,positive
plot defeat,1,positive
plot delicious,1,positive
plot enjoyed,1,positive
plot ethical,1,positive
plot excelent,1,positive
plot fairly,1,positive
plot fans,1,positive
plot fantastic,1,positive
plot fast,1,positive
plot fine,1,positive
plot hot,1,positive
plot humor,1,positive
plot innovative,1,positive
plot leads,1,positive
plot loved,1,positive
plot majestic,1,positive
plot masterpiece,1,positive
plot mature,1,positive
plot neatly,1,positive
plot originality,1,positive
plot peace,1,positive
plot proper,1,positive
plot properly,1,positive
plot satisfying,1,positive
plot sensitive,1,positive
plot significant,1,positive
plot stability,1,positive
plot stellar,1,positive
plot stimulating,1,positive
plot success,1,positive
plot surreal,1,positive
plot sweet,1,positive
plot thrilling,1,positive
plot thrills,1,positive
plot trust,1,positive
plot witty,1,positive
plunder gold,1,positive
pluses amazing,1,positive
pluses awesome,1,positive
pluses decent,1,positive
pluses pleasurable,1,positive
pluses super,1,positive
pluses talented,1,positive
poetic beautiful,1,positive
poetic beauty,1,positive
poetic free,1,positive
poetic gorgeous,1,positive
poetic humour,1,positive
poetic intriguing,1,positive
poetic profound,1,positive
poignant gems,1,positive
poignant masterpiece,1,positive
poignant mesmerizing,1,positive
poignant pros,1,positive
poignant thoughtful,1,positive
pointless bonus,1,positive
pointless easy,1,positive
pointless fame,1,positive
pointless fortunately,1,positive
pointless helping,1,positive
pointless humor,1,positive
pointless humorous,1,positive
pointless indulgence,1,positive
pointless innovation,1,positive
pointless master,1,positive
pointless modern,1,positive
pointless pardon,1,positive
pointless peps,1,positive
pointless radiant,1,positive
pointless reputation,1,positive
pointless skill,1,positive
pointless survival,1,positive
pointless trust,1,positive
pointless win,1,positive
poise fast,1,positive
poison gem,1,positive
poison hug,1,positive
poison pure,1,positive
poison skill,1,positive
poisonously thrilling,1,positive
polished accessable,1,positive
polished amazing,1,positive
polished awesome,1,positive
polished beautifully,1,positive
polished brilliant,1,positive
polished charm,1,positive
polished classic,1,positive
polished colorful,1,positive
polished consistently,1,positive
polished correctly,1,positive
polished decent,1,positive
polished excellent,1,positive
polished fair,1,positive
polished fascinating,1,positive
polished faster,1,positive
polished fine,1,positive
polished finely,1,positive
polished fresh,1,positive
polished improvement,1,positive
polished logical,1,positive
polished monumental,1,positive
polished originality,1,positive
polished outstanding,1,positive
polished perfectly,1,positive
polished realistic,1,positive
polished recommended,1,positive
polished responsive,1,positive
polished revival,1,positive
polished satisfying,1,positive
polished shiny,1,positive
polished spiritual,1,positive
polished stylish,1,positive
polished thoughtfully,1,positive
polished tough,1,positive
polished unforgettable,1,positive
polished worthy,1,positive
polite creative,1,positive
polite fun,1,positive
polite helpful,1,positive
polite mature,1,positive
polite variety,1,positive
poor agility,1,positive
poor bloom,1,positive
poor bonus,1,positive
poor chivalry,1,positive
poor commitment,1,positive
poor competitive,1,positive
poor decent,1,positive
poor diplomatic,1,positive
poor easy,1,positive
poor felicity,1,positive
poor free,1,positive
poor guidance,1,positive
poor happy,1,positive
poor helpful,1,positive
poor hero,1,positive
poor heroine,1,positive
poor hot,1,positive
poor humour,1,positive
poor incredibly,1,positive
poor integrated,1,positive
poor magic,1,positive
poor nice,1,positive
poor positives,1,positive
poor pretty,1,positive
poor quiet,1,positive
poor realistic,1,positive
poor recommended,1,positive
poor reputation,1,positive
poor revive,1,positive
poor reward,1,positive
poor survival,1,positive
poor traction,1,positive
poor treasure,1,positive
poor versatility,1,positive
poorly easy,1,positive
poorly love,1,positive
poorly motivated,1,positive
poorly pros,1,positive
poorly worth,1,positive
popular acclaim,1,positive
popular appeal,1,positive
popular awesome,1,positive
popular classic,1,positive
popular dawn,1,positive
popular hero,1,positive
popular heros,1,positive
popular marvel,1,positive
popular progressive,1,positive
popular pros,1,positive
popular skill,1,positive
popular successful,1,positive
popular trust,1,positive
popular unreal,1,positive
portable classic,1,positive
portable cornerstone,1,positive
positive affirmation,1,positive
positive affirmative,1,positive
positive beautiful,1,positive
positive benefit,1,positive
positive classic,1,positive
positive exhilarating,1,positive
positive free,1,positive
positive friendly,1,positive
positive futuristic,1,positive
positive glimmer,1,positive
positive goodness,1,positive
positive helpful,1,positive
positive incredibly,1,positive
positive innovative,1,positive
positive intriguing,1,positive
positive likes,1,positive
positive magic,1,positive
positive noteworthy,1,positive
positive pleasing,1,positive
positive pretty,1,positive
positive recommend,1,positive
positive safe,1,positive
positive skill,1,positive
positive super,1,positive
positive supporting,1,positive
positive talent,1,positive
positive wow,1,positive
positively adored,1,positive
positively benefit,1,positive
positively brilliant,1,positive
positively classic,1,positive
positively creative,1,positive
positively delightful,1,positive
positively encouraging,1,positive
positively enhances,1,positive
positively enjoying,1,positive
positively enthralled,1,positive
positively exceptional,1,positive
positively fantastic,1,positive
positively glorious,1,positive
positively gorgeous,1,positive
positively grand,1,positive
positively groundbreaking,1,positive
positively hilarious,1,positive
positively love,1,positive
positively marvelous,1,positive
positively outdo,1,positive
positively outstanding,1,positive
positively recomend,1,positive
positively refreshing,1,positive
positively spectacular,1,positive
positively stellar,1,positive
positively stunning,1,positive
positively thrilled,1,positive
positively wonderful,1,positive
positively worth,1,positive
positives balanced,1,positive
positives classic,1,positive
positives creative,1,positive
positives cute,1,positive
positives dynamic,1,positive
positives engaging,1,positive
positives fairly,1,positive
positives fantastic,1,positive
positives fantastically,1,positive
positives fascinating,1,positive
positives free,1,positive
positives gorgeous,1,positive
positives humor,1,positive
positives inspiring,1,positive
positives intuitive,1,positive
positives lovable,1,positive
positives outshine,1,positive
positives plentiful,1,positive
positives quiet,1,positive
positives satisfying,1,positive
positives solid,1,positive
positives variety,1,positive
positives win,1,positive
positives wow,1,positive
powerful accomplished,1,positive
powerful accurate,1,positive
powerful achievements,1,positive
powerful advantages,1,positive
powerful balanced,1,positive
powerful bonuses,1,positive
powerful boost,1,positive
powerful cheaper,1,positive
powerful classic,1,positive
powerful decent,1,positive
powerful durable,1,positive
powerful dynamic,1,positive
powerful easy,1,positive
powerful elegance,1,positive
powerful empathy,1,positive
powerful engaging,1,positive
powerful enthusiast,1,positive
powerful free,1,positive
powerful gems,1,positive
powerful golden,1,positive
powerful helped,1,positive
powerful holy,1,positive
powerful improvement,1,positive
powerful innovative,1,positive
powerful intricate,1,positive
powerful leading,1,positive
powerful lucky,1,positive
powerful neat,1,positive
powerful praise,1,positive
powerful pretty,1,positive
powerful recommend,1,positive
powerful revival,1,positive
powerful reward,1,positive
powerful satisfying,1,positive
powerful sensation,1,positive
powerful silent,1,positive
powerful simpler,1,positive
powerful spiritual,1,positive
powerful sturdy,1,positive
powerful super,1,positive
powerful supporting,1,positive
powerful survivor,1,positive
powerful traction,1,positive
powerful trust,1,positive
powerful upgradable,1,positive
powerfully enjoyable,1,positive
powerfully fun,1,positive
praise bright,1,positive
praise cute,1,positive
praise engrossing,1,positive
praise flexibility,1,positive
praise freedom,1,positive
praise helped,1,positive
praise kudos,1,positive
praise lovable,1,positive
praise pros,1,positive
praise recommended,1,positive
praise rockstar,1,positive
praising praise,1,positive
precariously balanced,1,positive
precious achievement,1,positive
precious adorable,1,positive
precious classic,1,positive
precious golden,1,positive
precious pretty,1,positive
precious prize,1,positive
precious valuable,1,positive
precise amazing,1,positive
precise awesome,1,positive
precise beautiful,1,positive
precise brilliantly,1,positive
precise competitive,1,positive
precise decent,1,positive
precise effective,1,positive
precise fast,1,positive
precise fun,1,positive
precise masterful,1,positive
precise realistic,1,positive
precise responsive,1,positive
precise win,1,positive
precisely recommend,1,positive
precisely survival,1,positive
prefer competitive,1,positive
prefer consistent,1,positive
prefer crisp,1,positive
prefer faster,1,positive
prefer grand,1,positive
prefer happy,1,positive
prefer lean,1,positive
prefer logical,1,positive
prefer lucky,1,positive
prefer magic,1,positive
prefer magical,1,positive
prefer nimble,1,positive
prefer proper,1,positive
prefer pure,1,positive
prefer quicker,1,positive
prefer quieter,1,positive
prefer realistic,1,positive
prefer recommend,1,positive
prefer relaxed,1,positive
prefer skill,1,positive
prefer smooth,1,positive
prefer smoother,1,positive
prefer solid,1,positive
prefer supreme,1,positive
prefer sweet,1,positive
prefer tougher,1,positive
prefer wonders,1,positive
preferably dynamic,1,positive
preferably recommended,1,positive
preferably safe,1,positive
prefered skill,1,positive
prefers fast,1,positive
prefers patient,1,positive
prefers peaceful,1,positive
prefers smarter,1,positive
prejudice free,1,positive
preposterously enjoyable,1,positive
preposterously perfect,1,positive
prestige achievement,1,positive
prestige bonus,1,positive
prestige happy,1,positive
prestige nice,1,positive
prestige piety,1,positive
prestige win,1,positive
prestigious powerful,1,positive
prestigious reward,1,positive
pretend free,1,positive
pretend trophy,1,positive
pretend variety,1,positive
pretentious achievement,1,positive
pretentious love,1,positive
pretentiously poetic,1,positive
pretty accessable,1,positive
pretty acclaimed,1,positive
pretty adore,1,positive
pretty adventurous,1,positive
pretty affordable,1,positive
pretty amusingly,1,positive
pretty astonishing,1,positive
pretty authentic,1,positive
pretty awe,1,positive
pretty carefree,1,positive
pretty cheery,1,positive
pretty cohesive,1,positive
pretty commendable,1,positive
pretty considerate,1,positive
pretty conveniently,1,positive
pretty convincingly,1,positive
pretty correct,1,positive
pretty deft,1,positive
pretty delicious,1,positive
pretty dependable,1,positive
pretty deserving,1,positive
pretty diligent,1,positive
pretty distinctive,1,positive
pretty durable,1,positive
pretty easier,1,positive
pretty efficiently,1,positive
pretty effortless,1,positive
pretty elegantly,1,positive
pretty elite,1,positive
pretty energetic,1,positive
pretty evocative,1,positive
pretty excelent,1,positive
pretty exceptional,1,positive
pretty exhilarating,1,positive
pretty exquisite,1,positive
pretty extraordinary,1,positive
pretty fabulous,1,positive
pretty favorable,1,positive
pretty finely,1,positive
pretty geeky,1,positive
pretty generously,1,positive
pretty gentle,1,positive
pretty genuine,1,positive
pretty godlike,1,positive
pretty gracefully,1,positive
pretty handily,1,positive
pretty healthy,1,positive
pretty honorable,1,positive
pretty immaculate,1,positive
pretty impressively,1,positive
pretty incredibly,1,positive
pretty influential,1,positive
pretty integral,1,positive
pretty invulnerable,1,positive
pretty jolly,1,positive
pretty likable,1,positive
pretty lively,1,positive
pretty love,1,positive
pretty loyal,1,positive
pretty luck,1,positive
pretty magical,1,positive
pretty meaningful,1,positive
